,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
3665,0.493,0.851,0.91,0.221,0.077,0.65,0.764,0.463,0.65,0.215
28953,0.672,0.15,0.692,0.95,0.165,0.758,0.124,0.262,0.834,0.941
28376,0.88,0.293,0.52,0.013,0.599,0.929,0.275,0.943,0.372,0.551
15679,0.776,0.5571999999999999,0.312,0.39,0.489,0.049,0.566,0.086,0.559,0.014
25564,0.791,0.2202,0.051,0.085,0.437,0.241,0.826,0.301,0.413,0.337
24002,0.506,0.911,0.161,0.304,0.971,0.847,0.37,0.664,0.821,0.697
2271,0.114,0.42140000000000005,0.59,0.693,0.346,0.264,0.676,0.063,0.124,0.62
28390,0.345,0.4974,0.559,0.504,0.705,0.784,0.694,0.804,0.588,0.844
11079,0.153,0.6724,0.196,0.242,0.537,0.821,0.169,0.235,0.307,0.185
15873,0.246,0.174,0.883,0.227,0.015,0.77,0.445,0.748,0.393,0.132
33300,0.781,0.6986000000000001,0.44,0.425,0.281,0.392,0.226,0.308,0.867,0.449
30230,0.567,0.6078,0.761,0.971,0.458,0.037,0.971,0.859,0.545,0.194
26230,0.508,0.41240000000000004,0.733,0.451,0.676,0.605,0.257,0.638,0.265,0.072
38732,0.337,0.6405999999999998,0.325,0.403,0.556,0.333,0.758,0.124,0.615,0.541
11726,0.995,0.44420000000000004,0.581,0.933,0.361,0.183,0.077,0.992,0.727,0.16
28544,0.715,0.46799999999999997,0.132,0.096,0.445,0.494,0.794,0.054,0.65,0.203
30672,0.305,0.603,0.569,0.225,0.245,0.842,0.832,0.695,0.361,0.945
14012,0.334,0.42000000000000004,0.253,0.642,0.645,0.965,0.618,0.893,0.555,0.002
28288,0.708,0.6266,0.281,0.699,0.691,0.696,0.992,0.47,0.119,0.211
33417,0.957,0.901,0.556,0.495,0.985,0.317,0.668,0.489,0.045,0.136
6543,0.089,0.5034,0.009,0.103,0.244,0.126,0.602,0.276,0.865,0.458
4221,0.843,0.5640000000000001,0.809,0.918,0.466,0.916,0.495,0.333,0.127,0.384
1941,0.51,0.197,0.43,0.766,0.855,0.3,0.013,0.012,0.604,0.402
12393,0.216,0.35879999999999995,0.957,0.588,0.282,0.044,0.546,0.525,0.827,0.847
5909,0.438,0.7288000000000001,0.821,0.344,0.413,0.606,0.018,0.011,0.943,0.025
8327,0.782,0.736,0.966,0.06,0.805,0.116,0.119,0.728,0.145,0.93
3449,0.618,0.43759999999999993,0.553,0.083,0.675,0.914,0.19,0.223,0.573,0.927
5892,0.038,0.951,0.488,0.714,0.734,0.747,0.579,0.093,0.364,0.357
25898,0.885,0.599,0.177,0.391,0.787,0.85,0.022,0.599,0.969,0.249
35408,0.341,0.48860000000000003,0.376,0.745,0.347,0.398,0.969,0.298,0.329,0.438
16424,0.814,0.312,0.769,0.655,0.005,0.695,0.327,0.614,0.968,0.114
36355,0.031,0.511,0.88,0.801,0.085,0.557,0.207,0.251,0.236,0.489
21587,0.317,0.5542,0.391,0.087,0.306,0.335,0.622,0.302,0.986,0.159
1946,0.993,0.231,0.501,0.784,0.982,0.492,0.688,0.118,0.885,0.739
26153,0.628,0.6378,0.208,0.924,0.392,0.575,0.65,0.773,0.625,0.456
22955,0.075,0.45360000000000006,0.164,0.677,0.401,0.982,0.841,0.518,0.726,0.595
27408,0.009,0.283,0.325,0.467,0.181,0.265,0.1,0.018,0.789,0.996
24075,0.444,0.126,0.609,0.259,0.945,0.591,0.655,0.355,0.861,0.258
32143,0.396,0.40359999999999996,0.327,0.098,0.42,0.282,0.555,0.213,0.685,0.25
30423,0.812,0.6864,0.714,0.94,0.223,0.944,0.483,0.822,0.383,0.083
17934,0.738,0.642,0.042,0.308,0.883,0.111,0.014,0.923,0.427,0.237
413,0.439,0.5418000000000001,0.483,0.317,0.507,0.836,0.43,0.363,0.231,0.063
40514,0.814,0.379,0.776,0.947,0.947,0.946,0.37,0.317,0.681,0.571
9367,0.219,0.45020000000000004,0.043,0.114,0.511,0.525,0.021,0.299,0.633,0.682
20311,0.671,0.132,0.884,0.907,0.127,0.352,0.389,0.39,0.98,0.151
15691,0.632,0.988,0.902,0.83,0.798,0.812,0.771,0.121,0.821,0.683
26195,0.245,0.33140000000000003,0.152,0.087,0.348,0.152,0.228,0.94,0.035,0.644
30882,0.243,0.5262,0.052,0.074,0.453,0.307,0.728,0.706,0.165,0.097
4881,0.549,0.561,0.361,0.124,0.095,0.51,0.002,0.569,0.231,0.507
21722,0.9,0.549,0.189,0.136,0.481,0.482,0.5,0.63,0.902,0.613
8464,0.765,0.48439999999999994,0.263,0.569,0.64,0.336,0.626,0.232,0.471,0.75
14862,0.982,0.935,0.904,0.09,0.83,0.236,0.454,0.892,0.469,0.212
7385,0.219,0.5218,0.769,0.334,0.623,0.983,0.723,0.52,0.459,0.717
33645,0.463,0.7196,0.113,0.985,0.383,0.549,0.324,0.548,0.405,0.627
38466,0.338,0.5988,0.594,0.251,0.422,0.397,0.841,0.155,0.2,0.857
25719,0.461,0.582,0.046,0.393,0.054,0.24,0.39,0.741,0.296,0.777
37358,0.047,0.421,0.084,0.747,0.061,0.239,0.21,0.017,0.452,0.895
7796,0.416,0.766,0.523,0.193,0.98,0.346,0.731,0.334,0.738,0.978
20681,0.452,0.886,0.164,0.942,0.899,0.725,0.671,0.14,0.663,0.206
2288,0.027,0.544,0.847,0.049,0.034,0.391,0.814,0.649,0.159,0.02
26738,0.651,0.3894,0.333,0.551,0.5,0.08,0.9,0.8,0.437,0.927
25270,0.407,0.5614000000000001,0.006,0.371,0.712,0.271,0.346,0.889,0.53,0.976
6301,0.927,0.5509999999999999,0.501,0.57,0.295,0.734,0.559,0.895,0.793,0.805
13496,0.877,0.995,0.675,0.497,0.852,0.504,0.671,0.009,0.224,0.958
39651,0.022,0.582,0.618,0.408,0.107,0.923,0.864,0.651,0.156,0.577
21705,0.568,0.7196,0.971,0.539,0.26,0.359,0.096,0.03,0.296,0.536
27136,0.776,0.33,0.797,0.235,0.162,0.081,0.116,0.535,0.684,0.411
17371,0.888,0.41400000000000003,0.792,0.916,0.41,0.397,0.2,0.512,0.004,0.063
8053,0.874,0.34679999999999994,0.977,0.445,0.626,0.591,0.884,0.983,0.473,0.653
31857,0.379,0.4434,0.435,0.403,0.396,0.597,0.135,0.687,0.408,0.713
9763,0.33,0.6809999999999999,0.669,0.645,0.46,0.682,0.623,0.959,0.148,0.631
25591,0.512,0.856,0.308,0.523,0.111,0.426,0.581,0.499,0.996,0.217
20353,0.754,0.495,0.545,0.286,0.084,0.922,0.317,0.4,0.615,0.059
26551,0.005,0.197,0.686,0.479,0.779,0.998,0.979,0.194,0.223,0.024
24298,0.253,0.04,0.84,0.715,0.784,0.353,0.05,0.328,0.001,0.45
27635,0.733,0.3722,0.636,0.707,0.347,0.498,0.537,0.452,0.67,0.045
31445,0.473,0.296,0.518,0.446,0.911,0.919,0.743,0.281,0.198,0.57
27876,0.409,0.995,0.718,0.429,0.936,0.902,0.317,0.528,0.214,0.283
2118,0.936,0.435,0.019,0.228,0.787,0.283,0.343,0.102,0.452,0.912
31949,0.027,0.5433999999999999,0.445,0.677,0.448,0.271,0.607,0.943,0.761,0.312
19981,0.867,0.6714,0.092,0.296,0.538,0.599,0.708,0.399,0.652,0.776
14071,0.433,0.616,0.644,0.312,0.658,0.981,0.504,0.677,0.962,0.825
1130,0.839,0.7196,0.375,0.859,0.332,0.611,0.852,0.421,0.082,0.942
24587,0.8,0.114,0.07,0.515,0.038,0.318,0.386,0.327,0.923,0.109
31011,0.601,0.7356,0.954,0.706,0.341,0.175,0.59,0.737,0.152,0.626
17800,0.689,0.5242,0.349,0.355,0.564,0.905,0.227,0.117,0.861,0.678
22233,0.876,0.319,0.441,0.866,0.785,0.009,0.893,0.732,0.405,0.856
26517,0.673,0.674,0.551,0.383,0.804,0.855,0.252,0.257,0.692,0.722
1621,0.258,0.5778,0.191,0.896,0.266,0.993,0.146,0.455,0.192,0.796
35704,0.056,0.5542,0.242,0.47,0.459,0.641,0.188,0.965,0.546,0.83
11719,0.499,0.583,0.72,0.286,0.163,0.974,0.406,0.737,0.234,0.951
18224,0.006,0.835,0.784,0.365,0.004,0.276,0.967,0.257,0.859,0.668
5441,0.371,0.248,0.513,0.448,0.065,0.786,0.572,0.314,0.79,0.52
33347,0.054,0.3068,0.524,0.478,0.508,0.564,0.684,0.226,0.551,0.012
7177,0.459,0.04,0.195,0.632,0.796,0.359,0.988,0.788,0.928,0.95
25441,0.763,0.3634,0.899,0.207,0.42,0.783,0.718,0.581,0.583,0.05
11723,0.448,0.175,0.739,0.129,0.165,0.037,0.583,0.851,0.02,0.305
22003,0.08,0.601,0.106,0.08,0.503,0.436,0.066,0.152,0.019,0.958
39013,0.482,0.856,0.627,0.482,0.764,0.101,0.567,0.351,0.082,0.255
11490,0.579,0.542,0.962,0.291,0.139,0.961,0.085,0.788,0.6,0.376
24706,0.458,0.475,0.769,0.935,0.023,0.766,0.465,0.096,0.646,0.367
1486,0.622,0.3988,0.406,0.251,0.379,0.603,0.287,0.588,0.004,0.193
5620,0.653,0.724,0.713,0.768,0.165,0.566,0.915,0.887,0.816,0.339
15064,0.844,0.49,0.896,0.511,0.804,0.166,0.246,0.722,0.587,0.864
20907,0.282,0.5720000000000001,0.716,0.523,0.6,0.062,0.147,0.925,0.929,0.682
22966,0.633,0.5882,0.792,0.875,0.459,0.628,0.873,0.115,0.522,0.605
1238,0.535,0.39859999999999995,0.565,0.455,0.316,0.997,0.978,0.872,0.4,0.176
23828,0.44,0.5376,0.208,0.202,0.443,0.952,0.615,0.302,0.942,0.665
9909,0.124,0.158,0.343,0.081,0.217,0.811,0.305,0.06,0.057,0.367
6109,0.696,0.5178,0.702,0.709,0.279,0.891,0.419,0.2,0.337,0.594
38229,0.332,0.498,0.731,0.465,0.169,0.538,0.4,0.176,0.118,0.571
32667,0.095,0.074,0.512,0.653,0.834,0.843,0.165,0.847,0.26,0.329
29804,0.641,0.2576,0.369,0.102,0.719,0.212,0.181,0.615,0.343,0.882
34502,0.196,0.5816000000000001,0.941,0.158,0.532,0.011,0.766,0.716,0.105,0.758
6124,0.036,0.65,0.543,0.739,0.076,0.972,0.561,0.492,0.964,0.809
28595,0.439,0.5614,0.527,0.634,0.276,0.123,0.267,0.905,0.462,0.38
33925,0.484,0.3482,0.955,0.386,0.547,0.743,0.264,0.235,0.205,0.891
31854,0.388,0.767,0.706,0.511,0.783,0.61,0.323,0.373,0.777,0.542
33516,0.066,0.3316,0.156,0.195,0.293,0.741,0.603,0.828,0.79,0.601
24482,0.243,0.921,0.296,0.437,0.085,0.484,0.721,0.958,0.459,0.332
29719,0.571,0.48979999999999996,0.345,0.098,0.312,0.472,0.755,0.662,0.46,0.402
26464,0.361,0.6809999999999999,0.857,0.386,0.354,0.5,0.871,0.073,0.458,0.93
8614,0.048,0.5866,0.131,0.682,0.262,0.303,0.133,0.849,0.052,0.519
35924,0.332,0.5704,0.122,0.397,0.418,0.908,0.508,0.079,0.282,0.9
12416,0.549,0.436,0.79,0.401,0.886,0.71,0.455,0.077,0.503,0.409
27245,0.625,0.44539999999999996,0.247,0.423,0.675,0.791,0.433,0.339,0.006,0.216
6967,0.521,0.689,0.914,0.905,0.056,0.315,0.037,0.015,0.155,0.465
5246,0.813,0.4760000000000001,0.479,0.439,0.609,0.549,0.534,0.864,0.686,0.124
6659,0.722,0.2186,0.891,0.035,0.392,0.378,0.736,0.339,0.421,0.74
25577,0.525,0.5751999999999999,0.045,0.605,0.51,0.76,0.97,0.643,0.759,0.791
36082,0.23,0.882,0.281,0.219,0.945,0.484,0.026,0.938,0.624,0.373
27814,0.078,0.49139999999999995,0.76,0.602,0.378,0.663,0.033,0.817,0.372,0.673
17933,0.576,0.6134,0.087,0.722,0.472,0.585,0.323,0.595,0.842,0.839
12303,0.09,0.498,0.844,0.059,0.869,0.592,0.667,0.927,0.715,0.476
8675,0.209,0.085,0.752,0.216,0.889,0.409,0.288,0.633,0.397,0.416
16457,0.034,0.9,0.085,0.371,0.989,0.84,0.044,0.113,0.074,0.723
17699,0.114,0.16,0.728,0.695,0.92,0.935,0.505,0.567,0.362,0.394
15303,0.196,0.5304,0.797,0.649,0.648,0.272,0.586,0.702,0.29,0.424
8001,0.24,0.5798,0.575,0.017,0.429,0.872,0.328,0.183,0.73,0.354
33007,0.313,0.7474000000000001,0.818,0.018,0.277,0.629,0.577,0.863,0.971,0.878
6076,0.245,0.6606,0.769,0.581,0.512,0.468,0.448,0.703,0.235,0.59
31983,0.051,0.6192,0.883,0.577,0.485,0.551,0.815,0.318,0.591,0.116
21325,0.455,0.488,0.184,0.362,0.937,0.887,0.526,0.393,0.804,0.129
6467,0.353,0.928,0.951,0.431,0.825,0.527,0.963,0.067,0.559,0.84
30155,0.303,0.359,0.963,0.377,0.768,0.565,0.379,0.205,0.023,0.577
8330,0.22,0.921,0.749,0.219,0.871,0.37,0.558,0.202,0.472,0.187
14684,0.573,0.49239999999999995,0.391,0.508,0.396,0.067,0.823,0.382,0.327,0.922
9560,0.816,0.6145999999999999,0.532,0.47,0.712,0.304,0.676,0.622,0.105,0.63
22965,0.637,0.58,0.342,0.202,0.937,0.51,0.457,0.883,0.256,0.022
6243,0.537,0.3652,0.379,0.742,0.69,0.487,0.135,0.45,0.488,0.425
15324,0.433,0.896,0.891,0.111,0.921,0.377,0.895,0.261,0.191,0.269
34440,0.584,0.407,0.049,0.505,0.952,0.946,0.637,0.923,0.581,0.482
23485,0.868,0.42400000000000004,0.834,0.831,0.524,0.102,0.049,0.167,0.377,0.264
10960,0.061,0.38659999999999994,0.724,0.342,0.616,0.929,0.131,0.699,0.984,0.355
32573,0.823,0.5438000000000001,0.301,0.506,0.262,0.272,0.038,0.564,0.264,0.448
5616,0.177,0.28779999999999994,0.937,0.609,0.405,0.955,0.887,0.667,0.25,0.269
19335,0.101,0.38499999999999995,0.527,0.892,0.307,0.573,0.867,0.476,0.795,0.348
26721,0.898,0.089,0.358,0.361,0.9,0.608,0.841,0.656,0.116,0.374
34434,0.981,0.396,0.118,0.766,0.893,0.829,0.095,0.572,0.823,0.643
13495,0.189,0.492,0.721,0.839,0.848,0.433,0.026,0.146,0.402,0.105
28582,0.126,0.6572000000000001,0.661,0.729,0.219,0.339,0.837,0.073,0.625,0.883
28271,0.439,0.461,0.952,0.014,0.891,0.523,0.438,0.28,0.889,0.99
39146,0.644,0.5382,0.131,0.01,0.521,0.18,0.155,0.883,0.503,0.681
17752,0.03,0.163,0.69,0.721,0.882,0.74,0.419,0.642,0.019,0.039
16974,0.255,0.5278,0.093,0.056,0.379,0.124,0.235,0.032,0.911,0.199
2749,0.155,0.4906,0.21,0.965,0.658,0.423,0.944,0.537,0.979,0.192
32318,0.955,0.022,0.921,0.012,0.931,0.755,0.575,0.4,0.753,0.18
18944,0.731,0.7422,0.812,0.809,0.41,0.07,0.674,0.633,0.286,0.877
6105,0.968,0.839,0.485,0.329,0.096,0.979,0.41,0.202,0.309,0.349
32758,0.368,0.321,0.694,0.232,0.909,0.764,0.945,0.284,0.737,0.344
2802,0.354,0.546,0.752,0.034,0.41,0.077,0.116,0.785,0.066,0.322
27895,0.105,0.96,0.717,0.491,0.902,0.185,0.193,0.171,0.714,0.308
34415,0.399,0.5993999999999999,0.505,0.285,0.537,0.723,0.403,0.579,0.801,0.308
34767,0.516,0.37360000000000004,0.896,0.02,0.264,0.159,0.469,0.175,0.537,0.917
18438,0.646,0.858,0.926,0.044,0.896,0.898,0.133,0.708,0.226,0.94
14878,0.266,0.679,0.299,0.297,0.751,0.645,0.912,0.459,0.373,0.486
14960,0.717,0.5533999999999999,0.697,0.727,0.537,0.817,0.875,0.73,0.906,0.35
21107,0.444,0.2638,0.705,0.07,0.429,0.461,0.018,0.925,0.295,0.786
21471,0.558,0.628,0.411,0.622,0.761,0.692,0.671,0.188,0.328,0.53
27639,0.25,0.688,0.392,0.095,0.777,0.368,0.102,0.136,0.82,0.418
9601,0.787,0.534,0.341,0.483,0.934,0.031,0.259,0.227,0.547,0.177
28782,0.167,0.5363999999999999,0.653,0.818,0.532,0.588,0.78,0.044,0.176,0.926
17654,0.661,0.477,0.848,0.4,0.102,0.405,0.001,0.333,0.043,0.066
26101,0.68,0.669,0.737,0.679,0.379,0.887,0.654,0.467,0.692,0.59
21236,0.18,0.5559999999999999,0.013,0.054,0.596,0.571,0.09,0.759,0.594,0.898
27308,0.834,0.966,0.071,0.049,0.081,0.691,0.735,0.435,0.498,0.177
15015,0.797,0.585,0.381,0.849,0.254,0.043,0.321,0.048,0.12,0.046
23918,0.002,0.496,0.795,0.509,0.734,0.76,0.059,0.043,0.224,0.792
8748,0.181,0.804,0.603,0.534,0.762,0.749,0.538,0.404,0.878,0.49
28568,0.102,0.6602,0.673,0.577,0.305,0.222,0.789,0.067,0.546,0.311
932,0.268,0.135,0.585,0.771,0.078,0.949,0.801,0.524,0.459,0.202
11166,0.163,0.3518,0.452,0.656,0.606,0.983,0.929,0.54,0.239,0.679
10404,0.1,0.407,0.714,0.943,0.986,0.816,0.186,0.885,0.037,0.43
27389,0.979,0.789,0.264,0.251,0.891,0.183,0.152,0.107,0.553,0.211
25197,0.407,0.395,0.321,0.714,0.47,0.773,0.046,0.067,0.685,0.413
34141,0.43,0.193,0.09,0.57,0.191,0.953,0.27,0.219,0.118,0.558
15600,0.006,0.691,0.788,0.485,0.056,0.29,0.1,0.136,0.548,0.654
34378,0.226,0.447,0.693,0.277,0.047,0.137,0.574,0.304,0.49,0.314
23216,0.612,0.28880000000000006,0.282,0.045,0.489,0.845,0.571,0.214,0.191,0.809
38116,0.456,0.48179999999999995,0.677,0.534,0.499,0.598,0.063,0.812,0.203,0.749
19961,0.194,0.131,0.31,0.858,0.064,0.973,0.201,0.74,0.074,0.571
32734,0.139,0.5498,0.435,0.499,0.363,0.712,0.159,0.449,0.947,0.105
32561,0.943,0.4612,0.774,0.73,0.303,0.965,0.788,0.349,0.287,0.323
24450,0.923,0.2804,0.32,0.325,0.448,0.202,0.222,0.785,0.326,0.325
31539,0.387,0.5202,0.249,0.226,0.453,0.326,0.004,0.757,0.992,0.058
30018,0.481,0.45120000000000005,0.359,0.255,0.522,0.591,0.163,0.717,0.384,0.706
11026,0.011,0.48119999999999996,0.201,0.864,0.546,0.834,0.767,0.003,0.305,0.77
19504,0.945,0.3804,0.658,0.54,0.719,0.671,0.753,0.168,0.344,0.412
30460,0.958,0.35819999999999996,0.424,0.247,0.617,0.216,0.349,0.227,0.743,0.829
11065,0.41,0.354,0.548,0.525,0.04,0.269,0.348,0.436,0.133,0.783
15796,0.415,0.233,0.084,0.824,0.832,0.782,0.982,0.648,0.888,0.37
2674,0.204,0.5117999999999999,0.006,0.821,0.285,0.013,0.915,0.844,0.244,0.292
20181,0.56,0.6374,0.532,0.161,0.497,0.486,0.054,0.411,0.555,0.281
9725,0.175,0.2754,0.409,0.083,0.35,0.816,0.107,0.026,0.057,0.089
12670,0.748,0.553,0.922,0.844,0.94,0.308,0.466,0.347,0.361,0.364
21383,0.406,0.382,0.759,0.719,0.13,0.75,0.192,0.845,0.724,0.379
36953,0.509,0.5269999999999999,0.532,0.861,0.312,0.291,0.359,0.767,0.289,0.582
18998,0.463,0.3746,0.871,0.699,0.641,0.324,0.394,0.309,0.452,0.011
34776,0.04,0.763,0.112,0.169,0.15,0.033,0.418,0.377,0.855,0.98
14834,0.197,0.5126000000000001,0.167,0.576,0.376,0.772,0.824,0.148,0.393,0.894
2636,0.157,0.574,0.005,0.014,0.731,0.558,0.363,0.369,0.953,0.745
58,0.082,0.3894,0.673,0.946,0.704,0.36,0.183,0.95,0.277,0.55
473,0.043,0.621,0.741,0.771,0.003,0.034,0.37,0.794,0.874,0.196
10856,0.156,0.591,0.58,0.461,0.422,0.197,0.773,0.932,0.767,0.119
36525,0.188,0.6172000000000001,0.119,0.837,0.619,0.264,0.596,0.737,0.447,0.227
5438,0.948,0.517,0.975,0.549,0.1,0.021,0.59,0.254,0.198,0.19
5990,0.11,0.608,0.422,0.675,0.867,0.034,0.698,0.802,0.848,0.549
38302,0.411,0.682,0.373,0.578,0.339,0.881,0.922,0.323,0.886,0.372
15333,0.605,0.5926,0.999,0.215,0.67,0.98,0.733,0.949,0.763,0.012
30353,0.963,0.533,0.072,0.202,0.417,0.576,0.65,0.483,0.601,0.303
39982,0.387,0.5676,0.728,0.1,0.491,0.309,0.659,0.032,0.097,0.927
21747,0.344,0.7139999999999999,0.401,0.609,0.565,0.864,0.574,0.708,0.272,0.141
39072,0.343,0.3762,0.863,0.946,0.654,0.041,0.177,0.131,0.921,0.223
9973,0.766,0.796,0.204,0.159,0.116,0.108,0.223,0.922,0.447,0.243
12559,0.069,0.255,0.447,0.865,0.124,0.603,0.007,0.815,0.833,0.471
9740,0.076,0.474,0.566,0.462,0.748,0.918,0.2,0.483,0.757,0.65
33063,0.28,0.6698,0.306,0.156,0.693,0.466,0.435,0.109,0.84,0.717
16444,0.14,0.508,0.589,0.691,0.01,0.689,0.035,0.723,0.117,0.819
6957,0.503,0.7794,0.44,0.457,0.543,0.161,0.548,0.563,0.665,0.079
38948,0.906,0.319,0.369,0.045,0.854,0.929,0.818,0.688,0.108,0.251
1293,0.35,0.5414,0.545,0.528,0.653,0.523,0.087,0.678,0.601,0.209
24332,0.528,0.258,0.172,0.419,0.139,0.502,0.652,0.747,0.876,0.291
4896,0.321,0.527,0.102,0.102,0.919,0.483,0.391,0.328,0.469,0.554
25546,0.689,0.4394,0.02,0.551,0.692,0.757,0.947,0.784,0.487,0.219
16373,0.787,0.3518,0.227,0.936,0.662,0.145,0.077,0.671,0.276,0.504
40133,0.213,0.37560000000000004,0.534,0.485,0.649,0.307,0.606,0.478,0.692,0.388
26232,0.431,0.6756,0.801,0.524,0.581,0.253,0.107,0.043,0.788,0.536
25031,0.017,0.6093999999999999,0.355,0.376,0.538,0.502,0.623,0.815,0.245,0.212
5166,0.828,0.578,0.447,0.622,0.808,0.101,0.121,0.425,0.244,0.326
15302,0.67,0.693,0.358,0.372,0.928,0.868,0.972,0.612,0.387,0.143
30938,0.277,0.656,0.366,0.684,0.9,0.129,0.882,0.479,0.796,0.498
28974,0.731,0.6162,0.578,0.701,0.664,0.29,0.033,0.895,0.737,0.299
38215,0.444,0.602,0.914,0.148,0.331,0.079,0.05,0.317,0.403,0.15
12398,0.293,0.4182,0.041,0.609,0.306,0.127,0.49,0.707,0.848,0.805
18182,0.7,0.5840000000000001,0.58,0.631,0.341,0.292,0.531,0.837,0.232,0.27
15494,0.545,0.2832,0.195,0.62,0.638,0.778,0.233,0.528,0.296,0.311
18151,0.185,0.5289999999999999,0.771,0.687,0.563,0.383,0.462,0.341,0.775,0.953
5279,0.629,0.49339999999999995,0.396,0.143,0.465,0.328,0.476,0.049,0.895,0.999
22344,0.594,0.7302,0.624,0.167,0.334,0.191,0.304,0.589,0.338,0.075
25203,0.15,0.3252,0.394,0.44,0.507,0.192,0.605,0.542,0.003,0.998
33232,0.612,0.768,0.058,0.664,0.868,0.928,0.869,0.211,0.109,0.531
29800,0.624,0.30019999999999997,0.247,0.743,0.609,0.058,0.05,0.312,0.464,0.004
40350,0.115,0.212,0.249,0.853,0.793,0.84,0.946,0.134,0.745,0.163
30735,0.898,0.898,0.006,0.124,0.054,0.003,0.197,0.639,0.626,0.396
5250,0.358,0.805,0.445,0.001,0.93,0.482,0.592,0.296,0.917,0.967
5524,0.179,0.45339999999999997,0.285,0.233,0.474,0.727,0.753,0.236,0.844,0.002
17044,0.771,0.46440000000000003,0.011,0.485,0.256,0.651,0.685,0.734,0.357,0.507
18001,0.325,0.5678,0.276,0.57,0.616,0.744,0.445,0.021,0.284,0.848
16011,0.026,0.5804,0.032,0.961,0.438,0.001,0.231,0.457,0.689,0.607
8585,0.801,0.6346,0.82,0.811,0.579,0.166,0.386,0.377,0.333,0.393
7017,0.882,0.3524,0.566,0.079,0.482,0.185,0.011,0.291,0.726,0.287
14980,0.582,0.37360000000000004,0.029,0.325,0.271,0.37,0.513,0.246,0.918,0.005
32650,0.613,0.675,0.577,0.392,0.054,0.917,0.138,0.282,0.954,0.633
22828,0.667,0.5578000000000001,0.8,0.748,0.324,0.331,0.498,0.055,0.511,0.182
6266,0.591,0.6204000000000001,0.43,0.849,0.469,0.991,0.178,0.084,0.911,0.86
1002,0.931,0.4050000000000001,0.673,0.863,0.699,0.573,0.299,0.992,0.433,0.749
39618,0.528,0.737,0.89,0.367,0.08,0.163,0.349,0.855,0.932,0.882
35432,0.204,0.681,0.621,0.692,0.911,0.512,0.184,0.264,0.114,0.568
28737,0.813,0.3342,0.984,0.537,0.526,0.873,0.934,0.466,0.004,0.927
28524,0.483,0.319,0.007,0.39,0.837,0.919,0.44,0.813,0.34,0.365
6723,0.417,0.111,0.064,0.469,0.735,0.888,0.903,0.803,0.33,0.623
10145,0.406,0.244,0.557,0.831,0.999,0.057,0.076,0.893,0.733,0.381
9917,0.509,0.781,0.107,0.512,0.149,0.17,0.761,0.092,0.925,0.335
12343,0.066,0.48440000000000005,0.543,0.421,0.579,0.393,0.414,0.436,0.588,0.919
28472,0.846,0.6374000000000001,0.875,0.839,0.267,0.305,0.58,0.111,0.781,0.615
25724,0.018,0.4342,0.844,0.287,0.419,0.732,0.543,0.505,0.025,0.486
31139,0.119,0.6052,0.384,0.381,0.234,0.828,0.746,0.987,0.62,0.136
14323,0.931,0.27,0.751,0.723,0.967,0.771,0.881,0.447,0.516,0.522
36066,0.026,0.4295999999999999,0.367,0.404,0.288,0.644,0.681,0.186,0.949,0.216
30226,0.892,0.07,0.398,0.287,0.026,0.423,0.013,0.841,0.273,0.198
25012,0.687,0.199,0.216,0.749,0.77,0.194,0.766,0.35,0.41,0.066
34771,0.959,0.479,0.125,0.984,0.86,0.324,0.054,0.331,0.8,0.417
36329,0.086,0.4917999999999999,0.795,0.966,0.634,0.5,0.929,0.109,0.654,0.781
22717,0.85,0.524,0.557,0.927,0.288,0.489,0.032,0.438,0.611,0.971
37765,0.706,0.738,0.63,0.003,0.521,0.486,0.158,0.361,0.281,0.763
14853,0.595,0.914,0.3,0.249,0.959,0.3,0.898,0.685,0.537,0.605
33531,0.046,0.693,0.377,0.109,0.086,0.718,0.832,0.814,0.74,0.561
15221,0.423,0.291,0.218,0.23,0.139,1.0,0.619,0.424,0.133,0.195
11386,0.339,0.5878,0.06,0.785,0.544,0.123,0.713,0.358,0.904,0.077
5933,0.433,0.731,0.954,0.551,0.274,0.816,0.219,0.018,0.919,0.504
40077,0.113,0.555,0.244,0.206,0.787,0.046,0.54,0.119,0.96,0.948
2953,0.817,0.7722,0.309,0.083,0.547,0.165,0.691,0.594,0.828,0.415
28284,0.626,0.3,0.919,0.845,0.945,0.41,0.943,0.582,0.985,0.845
21623,0.229,0.5862,0.984,0.906,0.296,0.15,0.82,0.919,0.137,0.478
23340,0.572,0.5554,0.627,0.518,0.252,0.78,0.713,0.954,0.654,0.108
2737,0.936,0.6587999999999999,0.705,0.401,0.486,0.647,0.05,0.026,0.456,0.58
38479,0.429,0.5594,0.216,0.591,0.264,0.901,0.146,0.523,0.962,0.733
16285,0.528,0.6804,0.814,0.651,0.498,0.577,0.173,0.887,0.112,0.88
37025,0.612,0.307,0.118,0.521,0.769,0.86,0.863,0.208,0.536,0.782
8291,0.651,0.6186,0.617,0.245,0.348,0.73,0.721,0.054,0.027,0.347
3039,0.338,0.765,0.646,0.449,0.198,0.179,0.799,0.894,0.82,0.83
32774,0.555,0.47379999999999994,0.661,0.25,0.243,0.624,0.538,0.634,0.135,0.409
19241,0.548,0.41640000000000005,0.689,0.162,0.645,0.053,0.631,0.574,0.453,0.742
4436,0.635,0.128,0.104,0.781,0.129,0.074,0.175,0.673,0.864,0.059
